Random Num,Random Num Values,Num,Ideology,Meta,Specific,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
0.975262136,0.903097995,3455,Right,religious,"ASI (Association of Privately Owned Seventh-day Adventist Services and Industries) in the United States of America, and second, to develop an approach for the establishment of ASI chapters in the Tanzania Union Mission of Seventh-day Adventists",The establishment of ASI chapters in Tanzania,"Statement of project . The purposes of this project were first, to study the multifaceted aspects and the importance of ASI (Association of Privately Owned Seventh-day Adventist Services and Industries) in the United States of America, and second, to deve",287966187,,Dissertations & Theses," Magesa, Israel Mangore
Magesa
Mangore
Israel
Magesa, Israel Mangore", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 764728351 , 30131991 , 66569 , 3096513 , 3096513", Dissertation/Thesis,1994,, English, English,,1994,ProQuest Dissertations and Theses,1994,https://search.proquest.com/docview/287966187?accountid=14496," 0318 Religion , 0330 Religious congregations"," 0318 Religion , 0330 Religious congregations"," 0318 Religion , 0330 Religious congregations",," 0318 Religion , 0330 Religious congregations"," Religion , Religious congregations"," Philosophy, religion and theology , Social sciences , Association of Privately Owned Seventh-day Adventist Services and Industries , Mission , Seventh-day Adventist , Tanzania",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+establishment+of+ASI+chapters,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.00121288,0.902921713,1646,Right,religious,Biblical theology movement in Uganda,The Role of Prayer in the Transformation of Social Systems from the Perspective of Select Leaders,"This dissertation brings greater understanding on the role of Christian prayer from the perspective of select leaders in the godly transformation of social systems. A multi-case explanation-building research methodology involving biblical, historical and ",1517984798,,Dissertations & Theses," Spence, Michael D.A.
Spence
D.A.
Michael
Spence, Michael D.A.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3280771741 , 87005652 , 66569 , 9781303754029 , 3613209 , 3613209", Dissertation/Thesis,2014,9.78E+12, English, English,,2014,ProQuest Dissertations and Theses,2014,https://search.proquest.com/docview/1517984798?accountid=14496," 0320 Religious history , 0326 Cultural anthropology , 0647 Spirituality"," 0320 Religious history , 0326 Cultural anthropology , 0647 Spirituality"," 0320 Religious history , 0326 Cultural anthropology , 0647 Spirituality",," 0320 Religious history , 0326 Cultural anthropology , 0647 Spirituality"," Religious history , Cultural anthropology , Spirituality"," Philosophy, religion and theology , Social sciences , Breakthrough , Kingdom , Lordship , Love , Prayer , Transformation",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+Role+of+Prayer+in+the+Transfo,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.981160833,0.895173912,1102,Right,religious,"Presbyterian missionaries in Southern Manchuria,","Presbyterian missionaries in Southern Manchuria, 1867â€“1931: Religion, society, and politics","This dissertation examines the ways in which the Irish, Scottish, Korean, and American Presbyterian missionaries in Southern Manchuria represented the gospel, discovered the needs of the converts and other people in the area, and transformed their mission",304625138,,Dissertations & Theses," Park, Hyung Shin
Park
Shin
Hyung
Park, Hyung Shin", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1617383961 , 41432721 , 66569 , 9780549887133 , 3335279 , 3335279", Dissertation/Thesis,2008,9.78E+12, English, English,,2008,ProQuest Dissertations and Theses,2008,https://search.proquest.com/docview/304625138?accountid=14496," 0320 Religious history , 0330 Religious history , 0332 History"," 0320 Religious history , 0330 Religious history , 0332 History"," 0320 Religious history , 0330 Religious history , 0332 History",," 0320 Religious history , 0330 Religious history , 0332 History"," Religious history , History"," Philosophy, religion and theology , Social sciences , China , Evangelicalism , Indigenization , Manchuria , Missions , Presbyterian , Presbyterianism , Trans-nationality",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Presbyterian+missionaries+in+Sout,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.487027454,0.926154975,1729,Unknown,religious,Islamic Revivalism,"Producing Islam: &lt;i&gt;Da'wa&lt;/i&gt; and television in the ""New Egypt""","This dissertation is an ethnography of how new ways of being Islamic become possible and compelling through transnational media technologies, the globalized media cultures they enable, and their attendant sensory politics. It asks what does it mean to ""pr",1666862623,,Dissertations & Theses," Moll, Yasmin
Moll
Yasmin
Moll, Yasmin", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3636478071 , 94994182 , 66569 , 9781321624366 , 3685892 , 3685892", Dissertation/Thesis,2015,9.78E+12, English, English,,2015,ProQuest Dissertations and Theses,2015,https://search.proquest.com/docview/1666862623?accountid=14496," 0326 Cultural anthropology , 0459 Communication , 0555 Middle Eastern Studies"," 0326 Cultural anthropology , 0459 Communication , 0555 Middle Eastern Studies"," 0326 Cultural anthropology , 0459 Communication , 0555 Middle Eastern Studies",," 0326 Cultural anthropology , 0459 Communication , 0555 Middle Eastern Studies"," Cultural anthropology , Communication , Middle Eastern Studies"," Social sciences , Communication and the arts , Egypt , Islam , Media , Preaching , Religion , Television",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Producing+Islam%3A+Da%27wa+and+te,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.99914946,0.958280356,700,Unknown,religious,Pakistan's islamic movements; global Islamic revival ,"The semiotics of revivalist Islam: Women, space, and stories in Pakistan's islamic movements","Large numbers of urban Pakistani women are adopting sartorial and behavioral markers associated with the global Islamic revival and are participating in Islamic revivalist movements. Many Pakistanis find this increase troubling, and feel that it betokens ",1564227997,,Dissertations & Theses," Zaman, Meryem Fatima
Zaman
Fatima
Meryem
Zaman, Meryem Fatima", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3440018621 , 87773542 , 66569 , 9781321092790 , 3631026 , 3631026", Dissertation/Thesis,2014,9.78E+12, English, English,,2014,ProQuest Dissertations and Theses,2014,https://search.proquest.com/docview/1564227997?accountid=14496," 0318 Religion , 0326 Cultural anthropology , 0733 Gender studies"," 0318 Religion , 0326 Cultural anthropology , 0733 Gender studies"," 0318 Religion , 0326 Cultural anthropology , 0733 Gender studies",," 0318 Religion , 0326 Cultural anthropology , 0733 Gender studies"," Religion , Cultural anthropology , Gender studies"," Philosophy, religion and theology , Social sciences , Gender , Islam , Pakistan , Revivalism , Social class",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+semiotics+of+revivalist+Islam,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.636629187,0.957383447,1188,Unknown,religious,YMCA secretary George Fisher,Missionary millennium: The American West; North and West Africa in the Christian imagination,"During the 1890s in the United States, Midwestern YMCA missionaries challenged the nexus of power between Northeastern Protestant denominations, industrialists, politicians, and the Associationâ€™s International Committee. Under Kansas YMCA secretary Geor",304962781,,Dissertations & Theses," Garrett, Bryan A.
Garrett
A.
Bryan
Garrett, Bryan A.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1913193111 , 49711001 , 66569 , 9781109506129 , 1472577 , 1472577", Dissertation/Thesis,2009,9.78E+12, English, English,,2009,ProQuest Dissertations and Theses,2009,https://search.proquest.com/docview/304962781?accountid=14496," 0330 Religious history , 0331 African history , 0337 American history , 0582 Modern history"," 0330 Religious history , 0331 African history , 0337 American history , 0582 Modern history"," 0330 Religious history , 0331 African history , 0337 American history , 0582 Modern history",," 0330 Religious history , 0331 African history , 0337 American history , 0582 Modern history"," Religious history , African history , American history , Modern history"," Social sciences , Morocco",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Missionary+millennium%3A+The+Amer,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.76541954,0.9136823,1862,Unknown,religious,Islamic missionary,"Indian Muslims, other religions and the modern resurgence of &lt;i&gt;Da'wa:&lt;/i&gt; The TablÄ«ghÄ« JamÄÅ'at and Zakir Naik's Islamic Research Foundation","daâ€˜wa is a classical Islamic concept which has been dramatically re-appropriated in modern times across the Muslim world. This dissertation explores the modern resurgence of daâ€˜wa â€”â€œinvitingâ€ù to Islam, or Islamic missionary activityâ€”through th",1872294456,,Dissertations & Theses," Kuiper, Matthew J.
Kuiper
J.
Matthew
Kuiper, Matthew J.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4317317411 , 111224382 , 66569 , 9781369541441 , 10308159 , 10308159", Dissertation/Thesis,2016,9.78E+12, English, English,,2016,ProQuest Dissertations and Theses,2016,https://search.proquest.com/docview/1872294456?accountid=14496," 0320 Religious history , 0512 Islamic Studies , 0638 South Asian Studies"," 0320 Religious history , 0512 Islamic Studies , 0638 South Asian Studies"," 0320 Religious history , 0512 Islamic Studies , 0638 South Asian Studies",," 0320 Religious history , 0512 Islamic Studies , 0638 South Asian Studies"," Religious history , Islamic Studies , South Asian Studies"," Philosophy, religion and theology , Social sciences , Da'wa , Hadith , India , Islam , Naik, Zakir , Qur'an , Tablighi Jama'at",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Indian+Muslims%2C+other+religions,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.08877386,0.914711732,3024,Unknown,separatism," national identity movements. The three national identity movements examined in this dissertation are Chiapas (Mexico), East Timor (formerly part of Indonesia), and Quebec (Canada).",Constructing national identity: A qualitative analysis of separatism,"The study of public perceptions on nationalism continues to be problematic for sociology and the social sciences. For example, do the people of Catalan think of themselves first as being Catalonians, or are they Spanish or even European? Likewise, if the ",251146846,,Dissertations & Theses," Marston, Christopher Colin
Marston
Colin
Christopher
Marston, Christopher Colin", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 764787651 , 29212551 , 66569 , 9780493805863 , 0493805869 , 3062882 , 3062882", Dissertation/Thesis,2002," 9780493805863 , 0493805869", English, English,,2002,ProQuest Dissertations and Theses,2002,https://search.proquest.com/docview/251146846?accountid=14496," 0700 Social structure , 0615 Political science"," 0700 Social structure , 0615 Political science"," 0700 Social structure , 0615 Political science",," 0700 Social structure , 0615 Political science"," Social structure , Political science"," Social sciences , Chiapas , East Timor , Indonesia , Mexico , National identity , Quebec , Separatism",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Constructing+national+identity%3A,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.093694734,0.994477081,3231,Left,health,HIV/AIDS in rural India,"A painful power: Coming of age, sexuality and relationships, social reform, and HIV/AIDS among &lt;i&gt;Devadasi&lt;/i&gt; sex workers in rural Karnataka, India","This dissertation examines coming of age, sexuality and relationships, social reform, and HIV/AIDS among a unique group of female sex workers, the Devadasis , in rural areas of the South Indian state of Karnataka. Former temple servants, religious functio",305088392,,Dissertations & Theses," Orchard, Treena
Orchard
Treena
Orchard, Treena", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 845713331 , 18452431 , 66569 , 9780612973008 , 061297300X , NQ97300 , NQ97300", Dissertation/Thesis,2004," 9780612973008 , 061297300X", English, English,,2004,ProQuest Dissertations and Theses,2004,https://search.proquest.com/docview/305088392?accountid=14496, 0326 Cultural anthropology, 0326 Cultural anthropology, 0326 Cultural anthropology,, 0326 Cultural anthropology, Cultural anthropology," Social sciences , AIDS , Coming of age , Devadasis , HIV/AIDS , Immune deficiency , India , Karnataka , Sex workers , Social reform",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=A+painful+power%3A++Coming+of+age,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.083324277,0.959684139,414,Left,state violence,epistimology and practices of social movements,"Epistemologies of possibility: social movements, knowledge production and political transformation","Urgent global problems-whether military conflicts, economic insecu rities, immigration controls or mass inca rceration-not only call for new modes of po litical action but also demand new forms of knowledge. For if knowledge frameworks both shape the hori",1775196995,,Dissertations & Theses," Lamble, Sarah R.
Lamble
R.
Sarah
Lamble, Sarah R.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3992906151 , 103111842 , 101309 , 10037216 , 10037216", Dissertation/Thesis,2011,, English, English,,2011,PQDT - UK & Ireland,2011,https://search.proquest.com/docview/1775196995?accountid=14496, 9998 No UMI subject assigned, 9998 No UMI subject assigned, 9998 No UMI subject assigned, Bibliographic information obtained from the British Library., 9998 No UMI subject assigned, No UMI subject assigned," (UMI)AAI10037216 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Epistemologies+of+possibility%3A+,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.861784622,0.899955744,2130,Left,state violence,restorative justice movemnets,Study on the factors of victims in prosecutorial discretion,"Translation from original language as provided by author The original purpose of studying on the factors of victims in prosecutorial discretion is mainly to seek the proposals for the balanced development among the relief to the offenced, improving the tr",1874387189,,Dissertations & Theses," Chen, Zhi Kang
Chen
Kang
Zhi
Chen, Zhi Kang", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4318654091 , 111167952 , 189128 , 10576377 , 10576377", Dissertation/Thesis,2011,, Chinese, Chinese,,2011,PQDT - Global,2011,https://search.proquest.com/docview/1874387189?accountid=14496, 9998 No UMI subject assigned, 9998 No UMI subject assigned, 9998 No UMI subject assigned,, 9998 No UMI subject assigned, No UMI subject assigned," (UMI)AAI10576377 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Study+on+the+factors+of+victims+i,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.264984048,0.979056598,1552,Right,state violence,patronage networks in Paraguay,The flows of sovereignty: ItaipÃº hydroelectric dam and the ethnography of the Paraguayan nation-state,"""Flows of Sovereignty"" explores the social and political nature of energy to show how the development and management of the hydroelectric resources of ItaipÃº Binational dam (co-owned by Brazil and Paraguay) have shaped the formation of the Paraguayan nat",935993724,,Dissertations & Theses," Folch, Christine
Folch
Christine
Folch, Christine", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2616606481 , 68147352 , 66569 , 9781267235398 , 3499235 , 3499235", Dissertation/Thesis,2012,9.78E+12, English, English,,2012,ProQuest Dissertations and Theses,2012,https://search.proquest.com/docview/935993724?accountid=14496," 0326 Cultural anthropology , 0550 Latin American Studies , 0791 Energy"," 0326 Cultural anthropology , 0550 Latin American Studies , 0791 Energy"," 0326 Cultural anthropology , 0550 Latin American Studies , 0791 Energy",," 0326 Cultural anthropology , 0550 Latin American Studies , 0791 Energy"," Cultural anthropology , Latin American Studies , Energy"," Social sciences , Applied sciences , Hydroelectric , Itaipu Dam , Paraguay , Sovereignty",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+flows+of+sovereignty%3A+Itaip,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.286468982,0.973632531,2448,Right,state violence,police response to domestic violenc,Investigation of policing policy in relation to 'domestic violence' in London in the 1980s,This thesis is an examination of the social construction of the social response to a social problem. The social problem is refered to as 'domestic violence' and the social response refers to the police response. The first chapter of the thesis constructs ,1625668907,,Dissertations & Theses," Sheptycki, James
Sheptycki
James
Sheptycki, James", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3499552921 , 91838402 , 189128 , 9781321353501 , U615767 , U615767", Dissertation/Thesis,1991,9.78E+12, English, English,,1991,PQDT - Global,1991,https://search.proquest.com/docview/1625668907?accountid=14496," 0344 Social research , 0627 Criminology"," 0344 Social research , 0627 Criminology"," 0344 Social research , 0627 Criminology",," 0344 Social research , 0627 Criminology"," Social research , Criminology"," (UMI)AAIU615767 , Social sciences , Domestic violence , England , Police responses",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Investigation+of+policing+policy+,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.690931271,0.970172425,3001,Right,state violence,Chile under Pinochet,"Beyond Pinochet: *Class, power and desire in Pinochet's Chile",This thesis deals with the process of deterritorialisation of Chile as a bio-political space initiated with military take over of 1973 and the integration of the country into the global system. It looks into the new networks of power created by the organi,304739053,,Dissertations & Theses," Fiedler, Sergio Patricio
Fiedler
Patricio
Sergio
Fiedler, Sergio Patricio", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 726345471 , 27194261 , 66569 , 0803821 , 0803821", Dissertation/Thesis,2001,, English, English,,2001,ProQuest Dissertations and Theses,2001,https://search.proquest.com/docview/304739053?accountid=14496," 0700 Social structure , 0615 Political science , 0336 Latin American history"," 0700 Social structure , 0615 Political science , 0336 Latin American history"," 0700 Social structure , 0615 Political science , 0336 Latin American history",," 0700 Social structure , 0615 Political science , 0336 Latin American history"," Social structure , Political science , Latin American history"," Social sciences , Augusto Pinochet Ugarte , Chile , Class , Desire , Pinochet Ugarte, Augusto , Power",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Beyond+Pinochet%3A+++*Class%2C+po,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.979591665,0.967894248,3571,Right,state violence,state response to grassroots health development in Salvador,"Insurgent health, low-intensity medicine: Containing the threat of grassroots development in El Salvador",This is a study of the role that grassroots health development work played in shaping and signifying power relations between a militaristic state and a dissident peasant population during and in the aftermath of civil war. My thesis is that grassroots dev,304440873,,Dissertations & Theses," Smith-Nonini, Sandra Carol
Smith-Nonini
Carol
Sandra
Smith-Nonini, Sandra Carol", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 732886021 , 28585171 , 66569 , 9780591949353 , 0591949350 , 9840994 , 9840994", Dissertation/Thesis,1998," 9780591949353 , 0591949350", English, English,,1998,ProQuest Dissertations and Theses,1998,https://search.proquest.com/docview/304440873?accountid=14496," 0326 Cultural anthropology , 0336 Latin American history , 0573 Public health"," 0326 Cultural anthropology , 0336 Latin American history , 0573 Public health"," 0326 Cultural anthropology , 0336 Latin American history , 0573 Public health",," 0326 Cultural anthropology , 0336 Latin American history , 0573 Public health"," Cultural anthropology , Latin American history , Public health"," Health and environmental sciences , Social sciences , El Salvador , Grassroots , Health development , Insurgent , Medicine , Peasantry",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Insurgent+health%2C+low-intensity,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.058537548,0.916834066,787,Right,state violence,"the militarization of the Los Angeles Police Department, the policing of youth and surplus labor populations in El Salvador",Policing the Wretched: Transnational Apparatuses of Social Control in the Early 21&lt;sup&gt;st&lt;/sup&gt; Century,"Policing the Wretched examines the transnationalization of systems of racism, class exploitation, criminalization, militarized policing, and social control throughout North and Central America in the late twentieth and early twenty-first century. It provi",1731126945,,Dissertations & Theses," Osuna, Steven
Osuna
Steven
Osuna, Steven", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3858701221 , 99808362 , 66569 , 9781339218205 , 3733525 , 3733525", Dissertation/Thesis,2015,9.78E+12, English, English,,2015,ProQuest Dissertations and Theses,2015,https://search.proquest.com/docview/1731126945?accountid=14496," 0626 Sociology , 0631 Ethnic studies"," 0626 Sociology , 0631 Ethnic studies"," 0626 Sociology , 0631 Ethnic studies",," 0626 Sociology , 0631 Ethnic studies"," Sociology , Ethnic studies"," Social sciences , Global capitalism , Hip hop , Moral panic , Racism , Social control , Transnationalism",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Policing+the+Wretched%3A+Transnat,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.34402431,0.899653667,3516,Right,state violence,political violence in Peru during the 1980s,"Violent democratization and the feeble state: Political violence, breakdown and recomposition in Peru, 1980-1995","This is a study of the expansion of political violence in Peru during the 1980s and early 1990s, after Peru made a successful transition from military to civilian, constitutional rule in 1980. This dissertation attempts to explain how a broad, inclusive p",304263109,,Dissertations & Theses," Kay, Bruce Howard
Kay
Howard
Bruce
Kay, Bruce Howard", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 739591891 , 31582641 , 66569 , 0591235765 , 9780591235760 , 9715723 , 9715723", Dissertation/Thesis,1996," 0591235765 , 9780591235760", English, English,,1996,ProQuest Dissertations and Theses,1996,https://search.proquest.com/docview/304263109?accountid=14496," 0615 Political science , 0336 Latin American history"," 0615 Political science , 0336 Latin American history"," 0615 Political science , 0336 Latin American history",," 0615 Political science , 0336 Latin American history"," Political science , Latin American history", Social sciences,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Violent+democratization+and+the+f,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.588056464,0.942410417,3400,Right,technology, government and the business) perspectives on IT and 'IS',"Imagining the ""information society"": The case of Taiwan","Centring on information technology (IT), this thesis examines two broad but related areas of interests: ideological formations and material movements. Starting from a historical survey it contrasts two visions of 'information society' (IS), and then goes ",301556956,,Dissertations & Theses," Fang, Chien-san
Fang
Chien-san
Fang, Chien-san", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1756341381 , 44380541 , 101309 , U036946 , U036946", Dissertation/Thesis,1990,, English, English,,1990,PQDT - UK & Ireland,1990,https://search.proquest.com/docview/301556956?accountid=14496, 0501 Economics, 0501 Economics, 0501 Economics,, 0501 Economics, Economics," (UMI)AAIU036946 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Imagining+the+%22information+soci,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.90844545,0.993664939,1239,Unknown,technology,open-source software movement,The production of free software: an ethnographic enquiry into a new social practise,"This thesis traces and analyses the process of producing free software as social practice. The term free software is used for computer programs that can be employed, examined, distributed and modified without restriction.Â  What started with a small group",1779949545,,Dissertations & Theses," Krieger, Bernhard Ludwig
Krieger
Ludwig
Bernhard
Krieger, Bernhard Ludwig", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4017505331 , 64941291 , 101309 , U566873 , U566873", Dissertation/Thesis,2010,, English, English,,2010,PQDT - UK & Ireland,2010,https://search.proquest.com/docview/1779949545?accountid=14496, 0624 Occupational psychology, 0624 Occupational psychology, 0624 Occupational psychology, Bibliographic information obtained from the British Library., 0624 Occupational psychology, Occupational psychology," (UMI)AAIU566873 , Psychology",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+production+of+free+software%3,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.631819962,0.981735577,2172,Right,traditional values,homeschooling movement in the US,The experiences of homeschool mothers,"The homeschooling movement is an alternative education choice that continues to grow in the United States. Research is available on how well homeschooled students do academically and even socially, yet little research has been done on their primary teache",1176491871,,Dissertations & Theses," Finch, Deborah D.
Finch
D.
Deborah
Finch, Deborah D.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2820150491 , 73802742 , 66569 , 9781267761514 , 3532770 , 3532770", Dissertation/Thesis,2012,9.78E+12, English, English,,2012,ProQuest Dissertations and Theses,2012,https://search.proquest.com/docview/1176491871?accountid=14496," 0340 Educational sociology , 0628 Individual & family studies"," 0340 Educational sociology , 0628 Individual & family studies"," 0340 Educational sociology , 0628 Individual & family studies",," 0340 Educational sociology , 0628 Individual & family studies"," Educational sociology , Individual & family studies"," Social sciences , Education , Alternative education , Homeschooling , Mothers",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+experiences+of+homeschool+mot,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
