ID,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
3775,The transplantation of theatre-in-education from britain to taiwan,"The British-born Theatre-in-Education (TIE) is now an international phenomenon. Theatre and education practitioners worldwide have come to recognise TIE as an important resource for the reinforcement of institutional or orthodox education. In Taiwan, by way of cultural exchanges and in accordance with the practice of the well meant, but not so well planned education reforms, TIE has also been gradually adopted by drama specialists and professional theatre groups over the last decade to provide young students with alternative experiences of active learning. During this process of transplantation, the representation of TIE has become an issue that demands careful deliberation in the island. This dissertation surveys the development of Theatre-in-Education in Taiwan from a personal perspective, as well as demonstrating the interdisciplinary relationship between TIE and regional/community theatre through a case study on the encounter of the Greenwich and Lewisham Young People’s Theatre (GYPT) and the Tainan Jen Theatre Troupe. By making use of first-hand experience of TIE transplantation (from Britain to Taiwan) and of interviews with TIE practitioners, the author intends to contextualise the Taiwanese TIE movement by relating it to an international trend of audience-oriented theatre. Within this framework, the author argues that the localisation of British TIE in Taiwan is best embodied, and therefore can be expected to find strength in the association of TIE and those Taiwanese theatre groups of or with a community-friendly nature; in addition, the continuing social, cultural and educational reforms will create a better environment for the growth of Theatre-in-Education in the island.",1221968708,,Dissertations & Theses," Tsai, Chi-chang
Tsai
Chi-chang
Tsai, Chi-chang", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2832400201 , 45027191 , 101309 , U578566 , U578566", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/1221968708?accountid=14496, 0273 Art education, 0273 Art education, 0273 Art education, Bibliographic information obtained from the British Library., 0273 Art education, Art education," 539877 , Education",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+transplantation+of+theatre-in-education+from+britain+to+taiwan&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Tsai%2C+Chi-chang&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3776,European nuclear disarmament: a study of transnational social movement strategy,"This thesis is a study of an attempt to help create a transnational movement against the nuclear arms race and the Cold War in the 1980s. The attempt began with the drafting and launch of the Appeal for European Nuclear Disarmament in early 1980. The thesis describes and analyses the work of the British group, European Nuclear Disarmament, or END, which was founded in order to further the aims outlined in the Appeal. The thesis examines END's work in three, overlapping, geographical areas: Britain, where END acted mainly as a pressure group on and/or ginger group within CND in an attempt to internationalize - END-ize - its work; in Western Europe (including Britain), where END (with other Western peace groups) was trying to create and sustain enduring ties amongst Western peace groups; and across the East-West divide, where END was one of a number of groups that engaged in dialogue with independent forces in the Soviet bloc - while maintaining relations with the regimes - with the aim of creating some kind of pan-European alliance that would bring together above all these forces and Western peace groups. The study is conducted in terms of an explanatory framework that emphasizes the pre-existing networks out of which END emerged; the distinctive END worldview or 'frame' and the ways in which END supporters campaigned in its terms, tried to persuade others to adopt it, and/or adapted it - above all in dialogue with independent groups in the Soviet bloc; the resources and structure that helped determine the work END activists could do; the way in which this campaigning was shaped by END's relationship with other peace groups, in Britain above all CND; and the political opportunities and constraints that END activists faced. To date there has been no full-length study of END nor one that analyses the various dimensions of its campaign and how they shaped each other. This thesis thus aims to be a contribution to our knowledge of the West European peace movements of the 1980s; it also hopes to add to our understanding of transnational social-movement campaigning.",1765639998,,Dissertations & Theses," Burke, Patrick D. M.
Burke
D. M.
Patrick
Burke, Patrick D. M.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3954958011 , 102199572 , 101309 , U636815 , U636815 , http://westminsterresearch.wmin.ac.uk/8504/", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/1765639998?accountid=14496," 0563 Peace Studies , 0601 International Relations , 0630 Public policy"," 0563 Peace Studies , 0601 International Relations , 0630 Public policy"," 0563 Peace Studies , 0601 International Relations , 0630 Public policy", Bibliographic information obtained from the British Library.," 0563 Peace Studies , 0601 International Relations , 0630 Public policy"," Peace Studies , International Relations , Public policy"," http://westminsterresearch.wmin.ac.uk/8504/ , (UMI)AAIU636815 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=European+nuclear+disarmament%3A+a+study+of+transnational+social+movement+strategy&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Burke%2C+Patrick+D.+M.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3777,Women and the public sphere in the early meiji period,"Historians of Japanese studies have hitherto argued that during the 1870s and 1880s Japanese male intellectuals started forming the Japanese public sphere by setting up male associations, publishing newspapers and discussing political and social issues that had not been a matter of public debate before.  One such issue was the education of women, since for Japan to attain a more powerful position within international politics, Japanese intellectuals argued that women had to be educated to become good wives and mothers and help the progress of their nation. This thesis demonstrates that, far from being passive actors in the 'modernisation' of the country, women created alternative spaces from which to voice their views and their demands.  Thus, in order to understand the importance and potential of the 'public sphere' in relation to the early Meiji period, I have used as my theoretical background the works of those female scholars who have developed Jürgen Habermas' theories to define women' s entrance into, and formation of, the public sphere.  I looked at the new professions opened to Japanese women, such as teaching and medicine, at the new public spaces in which they could be found, such as girls' schools and women's groups, and at the ways in which they established links with Western women and learned more about their movements and struggles. My thesis shows how the early Meiji years can be described as the period in which feminism became thinkable.  Only a few women were able to formulate thoroughly feminist theories in their writings or take an active part in pursuing their demands.  Nevertheless, and for the first time in Japanese history, they could start voicing thoughts in public settings by asking for more public space and participation in society while supporting the nationalistic ideology of educated mothers and wives.",1770028112,,Dissertations & Theses," Patessio, Mara
Patessio
Mara
Patessio, Mara", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3969650951 , 44980541 , 101309 , U198417 , U198417", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/1770028112?accountid=14496, 0332 History, 0332 History, 0332 History, Bibliographic information obtained from the British Library., 0332 History, History," (UMI)AAIU198417 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Women+and+the+public+sphere+in+the+early+meiji+period&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Patessio%2C+Mara&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3778,Italian anarchists in london (1870-1914),"This thesis is a study of the colony of Italian anarchists who found refuge in London in the years between the Paris Commune and the outbreak of the First World War. The first chapter is an introduction to the sources and to the main problems analysed. The second chapter reconstructs the settlement of the Italian anarchists in London and their relationship with the colony of Italian emigrants. Chapter three deals with the activities that the Italian anarchists organised in London, such as demonstrations, conferences, and meetings. It likewise examines the ideological differences that characterised the two main groups in which the anarchists were divided: organisationalists and anti-organisationalists. Italian authorities were extremely concerned about the danger represented by the anarchists. The fourth chapter of the thesis provides a detailed investigation of the surveillance of the anarchists that the Italian embassy and the Italian Minster of Interior organised in London by using spies and informers. At the same time, it describes the contradictory attitude held by British police forces toward political refugees. The following two chapters are dedicated to the analysis of the main instruments of propaganda used by the Italian anarchists: chapter five reviews the newspapers they published in those years, and chapter six reconstructs social and political activities that were organised in their clubs. Chapter seven examines the impact that the outbreak of First World Word had on the anarchist movement, particularly in dividing it between interventionists and anti-interventionists; a split that destroyed the network of international solidarity that had been hitherto the core of the experience of political exile. Chapter eight summarises the main arguments of the dissertation.",1782840073,,Dissertations & Theses," Di Paola, Pietro
Di Paola
Pietro
Di Paola, Pietro", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3966354521 , 102461762 , 101309 , 10015313 , 10015313 , http://eprints.lincoln.ac.uk/2586/", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/1782840073?accountid=14496, 9998 No UMI subject assigned, 9998 No UMI subject assigned, 9998 No UMI subject assigned, Bibliographic information obtained from the British Library., 9998 No UMI subject assigned, No UMI subject assigned," http://eprints.lincoln.ac.uk/2586/ , (UMI)AAI10015313 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Italian+anarchists+in+london+%281870-1914%29&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Di+Paola%2C+Pietro&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3779,A theology of mission for post-communist poland: towards an integrative approach,"What might a theology of mission for churches in post-communist Poland look like?  The answer requires a prior examination of distinctive features of the Polish traditional culture.  This culture includes the close identification of Catholicism with the national identity, and contradictions between professed ethical values and the moral impact of massive changes suffered by society during and after the commitment era.  Equally, there are striking contrasts between official myth and harsh socio-political reality. The fall of communism in Poland in 1989 initiated a process of total social transformation, resulting in tensions between positive developments, including civil liberties and the market economy, and the high social costs associated with these changes.  A deep crisis of identity, arising from consumer culture, social fragmentation, uncertainty about the future and the growing number of conflicts of interest, are some of the outcomes that deeply affect the Polish ethos.  The religious sphere of Polish life did not remain unchanged as new trends and religious awareness emerged that can be best described in terms of the shift from the ‘Folk-Church’ to the ‘Church of Choice’. The Polish Church emerged as completely unprepared to face the new reality.  Thus, learning from global shifts in mission in the light of restrictive elements of ‘theology of the second world’ concerns more than the issues of survival.  It is a mission call for change and theological renewal in Poland.  On the basis of the critical analysis of the context, informed by broader perspectives of the global mission movement, it becomes clear that what the Polish Church requires is not just a change of methodology in mission, but rather a much deeper change, namely, development of a new holistic approach to mission imbedded in community.  From this arise three aspects of such a missional community:  a Community of Love, a Community of Word and Life, and a Community of Transformation. These, when dynamically integrated, form a valid, contextually relevant and missionally transformation vision of Church-in-mission, capable of beginning to respond to some of the main challenges arising in the post-communist context.",1811938156,,Dissertations & Theses," Kowalewski, Wojciech Karol
Kowalewski
Karol
Wojciech
Kowalewski, Wojciech Karol", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4149648111 , 107149442 , 101309 , U201459 , U201459", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/1811938156?accountid=14496, 0319 Clerical studies, 0319 Clerical studies, 0319 Clerical studies, Bibliographic information obtained from the British Library., 0319 Clerical studies, Clerical studies," (UMI)AAIU201459 , Philosophy, religion and theology",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=A+theology+of+mission+for+post-communist+poland%3A+towards+an+integrative+approach&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Kowalewski%2C+Wojciech+Karol&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3780,"Narratives of place, culture and identity: second-generation Greek-Americans return 'home'. (BL: DXN067821)","The thesis explores the phenomenon of 'return migration' in Greece through the settlement and identification processes of second-generation Greek-American returning migrants.  It examines the meanings attached to the experience of return migration as they relate to and impact on the returnees' sense of self and sense of place.  The concepts of 'home' and 'belonging' figure prominently in the return migratory project which entails relocation and displacement as well as adjustment and alienation of bodies and selves.  Furthermore, the thesis considers the multiple interactions (social, cultural, political) between the place of origin and the place of destination; network ties; historical and global forces in the shaping of return migrant behaviour; and expression of identity.  The human geography of return migration extends beyond geographic movement into a diasporic journey involving (re)constructions of homeness and belongingness in the ancestral homeland. Return migration as process of relocation of both bodies and selves involves a disruptive space in terms of how culture is articulated in the ancestral homeland, expressive of national time and place.  The disruption involves a reassessment of relationships to both 'home' and 'host' countries.  The politics of space and of identity construct encounters of rupture when dimensions of 'nostalgia' in the lives of migrants attempt to forge a connection between 'imagined' notions of the ancestral homeland and the current 'pragmatic' trends in modern Greece.  Ultimately, the documentation of the tribulations experienced during the return adjustment reflects a process of cultural adjustment and reveals insights into the dynamics of the understood self and the perceived other. Through the analysis of the ethnographic and other material, return migration in the second-generation emerges as a multi-faceted process that profoundly impacts on returnees' identities.  Return migration is a highly complex yet illuminating aspect of migrant subjectivities and its study should be contextualised within specific social, cultural and political references.  That is, life stories of return migrants are directly related to the modern history of the nation and therefore become and integral part of the history of the nation.",301601872,,Dissertations & Theses," Christou, A.
Christou
A.
Christou, A.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1760182441 , 45007551 , 101309 , U171663 , U171663", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/301601872?accountid=14496, 0366 Geography, 0366 Geography, 0366 Geography,, 0366 Geography, Geography," DXN067821 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Narratives+of+place%2C+culture+and+identity%3A+second-generation+Greek-Americans+return+%27home%27.+%28BL%3A+DXN067821%29&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Christou%2C+A.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3781,Is there a new trade union internationalism?  The ICFTU and the campaign for core labour standards in the WTO.,"This thesis investigates the extent to which a 'new' trade union or labour internationalism (NLI) has emerged since the end of the Cold War.  Employing an historical case study approach using primary and secondary documents, participant observation, and interviews with trade union officials and NGO workers, the thesis compares and contrasts the 'old labour internationalism' (OLI) of the Cold War era, with the contemporary activities of the International Confederation of Free Trade Unions (ICFTU).  The study specifically focuses on how the ICFTU constructed and pursued its main campaign between 1996 and 2001 for the inclusion of core labour standards in the World Trade Organisation (WTO) - the social clause.  The thesis argues that since the end of the Cold War, the ICFTU has undergone a difficult process of political, financial and organisational retrenchment, reorganisation and modernisation.  Its priorities have moved away from geo-politics towards addressing the impact of neo-liberal globalisation on trade unions worldwide.  It had professionalised its campaigning and lobbying capabilities, entered into closer alliances with labour NGOs, and attempted to involve its mass membership in its activities for the first time.  It has also partially opened up its decision-making structures to greater internal scrutiny and democratic participation, and relates to other international trade union bodies in a less hierarchical and territorial way. However, this enforced modernisation does not equate with a transformation, tentative or radical, towards a NLI.  Its adoption of the social clause campaign was primarily for reasons of institutional self-interest, and as a strategy towards globalisation it repeated it classic re-regulation approach to the world economy.  Its new symbolic orientation to alliance building and membership mobilisation is a largely strategic manoeuvre - its methodological spine remains rooted in its traditional elite lobbying approach and hostility to non-labour NGOs and social movements.  The thesis concludes that the ICFTU's core ideology, methodology and structures are strongly embedded in the discredited OLI model of the Cold War, but that internal and external pressures are forcing it to try to capture the new discourses and symbolic practices of labour internationalism.  Put succinctly, the ICFTU is at critical turning point in its history, rooted in and constrained by its past, but increasingly challenged to adapt and change to the challenges of the present and future.",301617001,,Dissertations & Theses," Hodkinson, S.N.
Hodkinson
S.N.
Hodkinson, S.N.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1760501901 , 45048291 , 101309 , U195063 , U195063", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/301617001?accountid=14496, 0629 Labor relations, 0629 Labor relations, 0629 Labor relations,, 0629 Labor relations, Labor relations," DXN089396 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Is+there+a+new+trade+union+internationalism%3F%C2%A0+The+ICFTU+and+the+campaign+for+core+labour+standards+in+the+WTO.&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Hodkinson%2C+S.N.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3782,"Autonomy and development in zapatista territory:: land management, conflict and ngo-involvement in autonomous municipalities in chiapas, mexico","This thesis is based on fieldwork among Mexican indigenous peasants organised in the Zapatista Army of National Liberation (EZLN) as well as among international solidarity activists and NGO workers based on the Chiapanec highland town of San Cristóbal.  The investigation covers the development of local autonomy in Zapatista controlled spaces and the role NGOs played in the creation of independent institutions associated with education, health and production.  The establishment of Zapatista autonomy was accompanied by conflicting interests between the EZLN seeking to strengthen its local power-base by using NGO-provided development and local communities trying to establish ties with outsiders that ensured them a privileged access to goods and services. The covered topics include the administration of the terrains occupied in the course of the 1994 uprising, communal forms of resource generation as well as decision-making processes in the rebel communities.  Political division in the communities with a Zapatista presence is another focus of the thesis.  I found that the conflict over resources often resulted in an increased cohesion among individuals within the opposing groups which allowed them to realise collective projects that had hitherto been prevented by discord. In the ten years after the uprising, networks of NGOs had established themselves in San Cristóbal coordinating a growing flow of aid for local Zapatista communities.  I sketch out the processes that left only those NGOs operating in rebel territory which brought their activities in line with the wishes of the EZLN by supporting the consolidation of Zapatista autonomy.  With an increase in networking, a trend of labour division developed in the NGO sector whereby small local groups with strong ties to the communities conceived and implemented the projects in close cooperation with local Indígenas who were to benefit from them.  I particularly focus on local NGOs specialised in the training of volunteers, indigenous health promoters and the provision of basic services, which was just what the autonomous municipalities needed to keep up and expand on the de facto autonomy they had achieved in the years since the uprising. Addressing the allegation that development, albeit alternative and community controlled, accelerates the process of capitalist transformation in the region, I come to the conclusion that, while this might actually be the case, it can also simply empowerment and an inclusion into the global market on the terms of the people in the communities.  Turning my attention to the different facets of the EZLN, I distinguish between what the guerrilla movement represented for civil society and the functions it had for its base.  I contend that the EZLN not only served as a campaign-engine for national and international social movements but also took on the role of the state for its supporting communities whom it provided with a base for self-controlled economic development by enlisting the support of NGOs.",301626738,,Dissertations & Theses," Barmeyer, Niels Alexander
Barmeyer
Alexander
Niels
Barmeyer, Niels Alexander", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1760392831 , 45046841 , 101309 , U185643 , U185643", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/301626738?accountid=14496, 0615 Political science, 0615 Political science, 0615 Political science, Bibliographic information obtained from the British Library., 0615 Political science, Political science," (UMI)AAIU185643 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Autonomy+and+development+in+zapatista+territory%3A%3A+land+management%2C+conflict+and+ngo-involvement+in+autonomous+municipalities+in+chiapas%2C+mexico&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Barmeyer%2C+Niels+Alexander&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3783,Integrated futures?: understanding relationships between smes and the internet,"This thesis examines the relationships between North-west of England small and medium-sized enterprises (SMEs) and their adoption and implementation of the internet. It does so within the context of wider political and regulatory-driven shifts to neo-liberal economies in the west and the broader international system. In particular it addresses widespread policy proclamations calling for SMEs to 'wire up' to the internet, engage in 'innovative' activity and create new markets, products and ways of working. This has produced an emphasis on competition, flexibility, innovation, enterpreneurialism, and increasing international activity all in relation to drawing on the (facilitating) potential of the internet. This thesis critically interrogates and questions the assumptions of these policy proclamations through outlining that 'innovation' is a complex, iterative and unfolding process. Through articulating a broadly social shaping of technology perspective this thesis proposes three analytically distinct but otherwise interrelated facets of SME internet development: SME representation and the role of the owner-manager; processes of embedding the internet in the SME context and innofusion; and context(s), communication and action in addressing the communicative movement within and between the place-based SME and temporally and spatially distant customers, distributors and so on. Through using these issues fieldwork was conducted with SMEs in the North-west of England. The thesis claims that policy proclamations regarding SME internet development would benefit from an appreciation of context-sensitivity, including SME history, sector and representations, across a diverse range of SMEs. It highlights the importance of context-sensitivity in relation to attempts to embed the internet within SMEs and the types of relationships, knowledge and negotiation underpinning and informing this. If subsequently focuses on and questions the extent to which SMEs, through internet development, are highly adaptive in their production and labour processes.",301634112,,Dissertations & Theses," Hodson, Michael
Hodson
Michael
Hodson, Michael", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1760191891 , 45009561 , 101309 , U192921 , U192921", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/301634112?accountid=14496, 0454 Management, 0454 Management, 0454 Management, Bibliographic information obtained from the British Library., 0454 Management, Management," DXN084159 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Integrated+futures%3F%3A+understanding+relationships+between+smes+and+the+internet&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Hodson%2C+Michael&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3784,Playing with time:  'storying' the folk harp in California.,"Originating in California in the late 1960s, the folk harp movement has since spread across the United States, and has influenced harp practices in numerous other countries.  The instruments associations with myth, an ethos of craftsmanship, and the development of playing skills, evokes for its many practitioners a liminality that questions the progressivism and materialism of many of the defining features of mainstream California culture.  This study examines the social and musical practices of two contemporary Chapters of the International Society of Folk Harpers and Craftsmen (ISFHC) sited in the Bay Area of northern California.  The musical and social approaches of harpers in both of these Chapters have been influenced in every respect by the harpers and harp builders who contributed to the evolution of a particular historical habitus for the folk harp in California over the past thirty years.  Through historical ethnographies of the principal individuals involved in this development, my study investigates how such narratives of time and memory contribute to the various strategies through which folk harpers negotiate elective cultural identities.  The characteristic group practices within the folk harp scene itself, such as retreats and harp circles, are examined as illustrations of self-ritualising time - space choices.  Personal narratives are employed throughout to highlight the role of individual interpretations of time in the creation of culture.  By considering time primarily as a personal construct in this manner the study explores how time and memory function in public events as individual experiences which act to motivate individual contributions to cultural change.",301637580,,Dissertations & Theses," Lanier, S.C.
Lanier
S.C.
Lanier, S.C.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1760351671 , 45034071 , 101309 , U189728 , U189728", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/301637580?accountid=14496, 0413 Music, 0413 Music, 0413 Music,, 0413 Music, Music," DXN082866 , Communication and the arts",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Playing+with+time%3A%C2%A0+%27storying%27+the+folk+harp+in+California.&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Lanier%2C+S.C.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3785,Italian anarchists in London 1870-1914.,"This thesis is a study of the colony of Italian anarchists who found refuge in London in the years between the Paris Commune and the outbreak of the First World War.  The first chapter is an introduction to the sources and to the main problems analysed.  The second chapter reconstructs the settlement of the Italian anarchists in London and their relationship with the colony of Italian emigrants.  Chapter three deals with the activities that the Italian anarchists organised in London, such as demonstrations, conferences, and meetings.  It likewise examines the ideological differences that characterised the two main groups in which the anarchists were divided: organisationalists and anti-organisationalists. Italian authorities were extremely concerned about he danger represented by the anarchists.  The fourth chapter of the thesis provides a detailed investigation of the surveillance of the anarchists that the Italian embassy and the Italian Minister of Interior organised in London by using spies and informers.  At the same time, it describes the contradictory attitude held by British police forces toward political refugees.  The following two chapters are dedicated to the analysis of the main instruments of propaganda used by the Italian anarchists: chapter five reviews the newspapers they published in those years, and chapter six reconstructs social and political activities that were organised in their clubs. Chapter seven examines the impact that the outbreak of First World Word had on the anarchist movement, particularly in dividing it between interventionists and anti-interventionists; a split that destroyed the network of international solidarity that had been hitherto the core of the experience of political exile.  Chapter eight summarises the main arguments of the dissertation.",301642093,,Dissertations & Theses," Dipaola, P.
Dipaola
P.
Dipaola, P.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1760337881 , 45030401 , 101309 , U185302 , U185302", Dissertation/Thesis, 2004,, English, English,,2004,PQDT - UK & Ireland,2004,https://search.proquest.com/docview/301642093?accountid=14496, 0335 European history, 0335 European history, 0335 European history,, 0335 European history, European history," DXN079030 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Italian+anarchists+in+London+1870-1914.&amp;issn=&amp;date=2004-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Dipaola%2C+P.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
