ID,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
3320,"The new Democrats: Young America and party transformation, 1828–1861","This dissertation chronicles the rise of a modern Democratic party in the years leading up to the American Civil War. It argues that the Democratic organization founded in the 1820s by Andrew Jackson underwent significant change as the result of a movement called “Young America.” European nationalist ideologies associated with the revolutions of 1848 collectively became known as “Young Europe,” and members of the U.S. Democratic party who sympathized with European dissenters began calling themselves “Young America” in emulation. These Young America Democrats fundamentally altered the principles of their political organization. Led by figures such as Senator Stephen A. Douglas of Illinois and editor John L. O'Sullivan of New York, they gained power during the late 1840s and early 1850s. In place of an insular and domestically oriented Democracy, they ushered in a new international consciousness within their party and mid-century American culture as a whole. Displacing the romantic agrarianism heralded by Jefferson and Jackson, they substituted a forward-looking market orientation that emphasized business opportunity, technological growth, and overseas commercial expansion. Young America Democrats also formulated new positions on race relations and slavery, social reform, and constitutional interpretation. They made the Democratic party and American society more progressive, dynamic, international, and humanitarian. The Young America Democracy is significant in shedding light on the political re-alignments of the 1850s and the coming of the Civil War, in addition to showcasing the origins of America's longest existing political party.",305001762,,Dissertations & Theses," Eyal, Yonatan
Eyal
Yonatan
Eyal, Yonatan", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 913521971 , 27793871 , 66569 , 0542113422 , 9780542113420 , 3173895 , 3173895", Dissertation/Thesis, 2005," 0542113422 , 9780542113420", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305001762?accountid=14496," 0337 American history , 0582 History"," 0337 American history , 0582 History"," 0337 American history , 0582 History",," 0337 American history , 0582 History"," American history , History"," Social sciences , Democratic Party , Douglas, Stephen A. , John L. O'Sullivan , New Democrats , O'Sullivan, John L. , Party transformation , Stephen A. Douglas , Young America",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+new+Democrats%3A++Young+America+and+party+transformation%2C%0A1828%E2%80%931861&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Eyal%2C+Yonatan&amp;isbn=0542113422&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3321,"Revolutionary deterrence: The Sandinista response to Reagan's coercive policy against Nicaragua, lessons toward a theory of asymmetric conflict","My dissertation critiques the great power bias and excessively narrow state-centrism that plagues IR theory. I use the case of U.S. coercion against the Sandinista National Liberation Front (FSLN) of Nicaragua to illustrate how these biases have caused scholars exploring asymmetric conflicts to overlook the agency of smaller powers. Because the FSLN's defensive responses ""flew beneath the radar"" of these scholars' unit of analysis (the state), the Sandinistas' strategies have not been included in previous explanations of why the Reagan Administration failed to achieve its objective. This is a general pattern in most of the IR literature. As a result, IR scholars have neglected less powerful international actors' strategies of resistance, which often rely on strong transnational social networks and the ""soft power"" of communication, framing, and persuasion by appeals to values, norms, and beliefs, to achieve their objectives. In contrast, I elaborate an empirically testable theoretical framework that can better explain cases of asymmetric conflicts between core and peripheral nations. Specifically, I argue that the Nicaraguan's were able to successfully counter U.S. coercive policy by: implementing popular social reforms and creating mass organizations, rebuilding their defense apparatus on the basis of unconventional warfare, diplomatically undermining U.S. legitimacy, and fomenting U.S. domestic opposition to Reagan's policy via transnational sub-state actors (Central American Peace &amp; Solidarity Movement---CAPM). These four factors combined synergistically in a policy I call Revolutionary Deterrence, which caused Reagan's coercive efforts to fail and more importantly deterred the U.S. from escalating the conflict. If this argument is correct I would expect to find several observable implications. I derive and test several hypotheses that should be true if my explanation is correct. First, I show that the CAPM was not solely a domestic movement, but rather a transnational social movement. Second, I document that public opposition to Reagan's Central America policy was activated by the CAPM not Congressional elites. Third, I show that public support for Reagan's use of force in Nicaragua was weakened as a result of the CAPM's ability to offer a powerful counter-frame in the mainstream U.S. media that challenged the Administration's framing of its policy objective. These findings support the argument that the Sandinistas' strategies caused U.S. coercive efforts to fail and deterred the Reagan Administration from escalating the conflict.",305002184,,Dissertations & Theses," Perla, Hector, Jr.
Perla
Hector
Jr.
Perla, Hector, Jr.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1158512381 , 17520441 , 66569 , 9780542703805 , 3218671 , 3218671", Dissertation/Thesis, 2005, 9780542703805, English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305002184?accountid=14496," 0616 International law , 0616 International relations"," 0616 International law , 0616 International relations"," 0616 International law , 0616 International relations",," 0616 International law , 0616 International relations"," International law , International relations"," Social sciences , Asymmetric conflict , El Salvador , Nicaragua , Reagan, Ronald , Revolutionary deterrence , Ronald Reagan , Sandinista , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Revolutionary+deterrence%3A++The+Sandinista+response+to+Reagan%27s+coercive+policy+against+Nicaragua%2C+lessons+toward+a+theory+of+asymmetric+conflict&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Perla%2C+Hector%2C+Jr.&amp;isbn=9780542703805&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3322,"Convincing women: Global rights, local families, and the Moroccan women's rights movement","The women's rights movement in Morocco includes a variety of projects placed in service of a larger goal: to change the body of laws affecting women's rights and responsibilities within the family and society, and to teach women about their rights. This agenda requires a two-part process: convincing women to become members of the movement, and convincing the Moroccan public of the importance of legal and social change. Based on ethnographic fieldwork among a variety of associations, the dissertation treats the first part of this process by investigating the personal motivations that bring individuals to associations and how they are transformed into activists. The process of convincing the public is treated by examining a series of three frames for discourse and action within the women's rights movement. The first two grew directly out of the efforts of global feminism and its emphasis in the 1980's on equality and in the 1990's on women's rights as human rights. The Moroccan women's rights movement has attempted over time to localize these discourses, leading to a third frame that signifies a new and necessary concern with the role of women within families. The dissertation argues for a processual analysis of this social movement that pays careful attention to an interweaving of the global, national, and local, in order to understand how and why a concept of 'rights' is made locally relevant and meaningful.",305002694,,Dissertations & Theses," Young, Amy Elizabeth
Young
Elizabeth
Amy
Young, Amy Elizabeth", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1027483441 , 18156651 , 66569 , 9780542392849 , 0542392844 , 3194483 , 3194483", Dissertation/Thesis, 2005," 9780542392849 , 0542392844", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305002694?accountid=14496, 0326 Cultural anthropology, 0326 Cultural anthropology, 0326 Cultural anthropology,, 0326 Cultural anthropology, Cultural anthropology," Social sciences , Families , Feminism , Global rights , Moroccan , Women's rights movement",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Convincing+women%3A++Global+rights%2C+local+families%2C+and+the+Moroccan+women%27s+rights+movement&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Young%2C+Amy+Elizabeth&amp;isbn=9780542392849&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3323,Transnational networks and community -based organizations: The dynamics of AIDS activism in Tijuana and Mexico City,"World-wide gains in public health would result from international cooperation between organizations in industrial and developing nations, yet to date such cooperation has not successfully reduced global health disparities. This project investigates why international collaboration to address health disparities—specifically in relation to HIV/AIDS—has been unsuccessful. The study focuses on how qualitative aspects of transnational networks shape structural and ideological components of local organizations in the US-Mexico border region and central Mexico, and shows how transnational networks affect local organizations in positive and negative ways. This project distinctively moves beyond national or individual-level health outcomes to examine: (1) the generation of health inequalities at the “meso-level” of organizations and organizational fields; and (2) the transnational processes by which health policy and organizational responses are created within a nation and in the transnational border area between two nations. The methodological design is a qualitative, historical-comparative approach to studying community health organizations and transnational networks, utilizing in-depth interviews, participant observation and archival research. The focus is on HIV/AIDS organizations in Tijuana, Mexico, involved in binational relations with their San Diego counterparts. I also conducted similar research in Mexico City to highlight the importance of geo-political context and provide a comparison between “binational” and “international” collaboration. This dissertation shows that transnational networks possess two faces—they empower certain local actors at the expense of others. Taking into consideration the dual nature of transnational networks allows for a theory that explains how (1) the simultaneous reduction and (re)production of inequities between local organizational actors occurs; (2) transnational ties can be “good” for individual organizations and “bad” for the local inter-organizational relationships; and (3) local actors' perceptions of transnational networks, local politics, and organizational culture become more salient than economic constraints in predicting organizational outcomes. The dissertation contributes to medical sociology, transnational social movements, and organizational studies by increasing understanding of how transnational networks effect community-based organizations and organizational fields at local and transnational levels. The study also clarifies what resources, policies and collaborative institutional processes are required for effective state-community partnerships and sustainable local organizations to negotiate complex transnational health issues.",305003536,,Dissertations & Theses," Barnes, Nielan
Barnes
Nielan
Barnes, Nielan", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 888844791 , 27785761 , 66569 , 9780542041082 , 0542041081 , 3167838 , 3167838", Dissertation/Thesis, 2005," 9780542041082 , 0542041081", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305003536?accountid=14496," 0630 Welfare , 0573 Public health"," 0630 Welfare , 0573 Public health"," 0630 Welfare , 0573 Public health",," 0630 Welfare , 0573 Public health"," Welfare , Public health , Organizations , Activism , Acquired immune deficiency syndrome--AIDS , Studies , Community organizations"," Health and environmental sciences , Social sciences , AIDS , Activism , Community-based organizations , Mexico , Mexico City , Tijuana , Transnational networks",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Transnational+networks+and+community+-based+organizations%3A+The+dynamics+of+AIDS+activism+in+Tijuana+and+Mexico+City&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Barnes%2C+Nielan&amp;isbn=9780542041082&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3324,"Standing on our own legs: Middle -class women entrepreneurs and social change in Mysore, India","In India, women's non-participation in remunerative work has been a distinction marking middle-class status. The country's mid-1980s opening to foreign goods, investment, marketing, and media ushered in economic and cultural changes that have added impetus to women's movement into careers. However, although girls today are increasingly college-educated and career-minded, the majority of middle-class women are still not employed. Entrepreneurship is even rarer, and women who have taken this ""bold step"" are still in its pioneering phase. This thesis focuses on a group of self-described, ordinary middle-class women in the city of Mysore who, impelled by economic circumstances and desires for self-fulfillment and greater control over their fives, chose to become entrepreneurs in a social context characterized by ambivalent attitudes toward this move. Life-story narratives and intergenerational conversations recorded during 18 months of fieldwork elucidate both women's subjective experiences, and the ways in which they are active agents in transformational processes. Emphasis in the literature on women's roles in social reproduction has elided their strivings toward greater gender equity, self-actualization, and participation in the global cultural economy. The women in my study, whether they worked at home or set up factories and shops, made two kinds of incursions into male territory: (1) They took on roles as bread-winners, and (2) they moved into public sphere. In crossing these borders, women are in essence challenging notions of middle-class respectability that has been defined in part by women's domesticity and dependence upon men. Their particular class position provides a unique opportunity to affect social transformation by virtue not only of their access to requisite material and educational resources, but because they are perceived within India as the norm to which most people aspire, and outside of India as the sector to which marketing is targeted. Actions initiated or perpetuated by women of this class may therefore have ramifications in other parts of society from the local to the global level. In addition, their penchant for social service directed toward providing other women the means to ""stand on their own legs"" draws more women into the social spaces which they have pioneered.",305003549,,Dissertations & Theses," Taber, Patricia Kay
Taber
Kay
Patricia
Taber, Patricia Kay", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1126759611 , 19841211 , 66569 , 0542612801 , 9780542612800 , 3212708 , 3212708", Dissertation/Thesis, 2005," 0542612801 , 9780542612800", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305003549?accountid=14496," 0326 Cultural anthropology , 0453 Womens studies"," 0326 Cultural anthropology , 0453 Womens studies"," 0326 Cultural anthropology , 0453 Womens studies",," 0326 Cultural anthropology , 0453 Womens studies"," Cultural anthropology , Womens studies"," Social sciences , Entrepreneurship , India , Middle class , Mysore , Social change , Women entrepreneurs",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Standing+on+our+own+legs%3A++Middle+-class+women+entrepreneurs+and+social+change+in+Mysore%2C+India&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Taber%2C+Patricia+Kay&amp;isbn=0542612801&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3325,Re -visioning the mulata in Cuban visual culture,"This project seeks to link the representation of race and gender in Cuban visual culture, including advertising, fine arts, film to broader social and political movements and beliefs. Through an analysis of images of the mulata , (the woman of mixed European and African heritage) produced in different moments of Cuban cultural production, I track shifting ideological positions in the representation of national identity. These moments are drawn from several periods in Cuban history: late colonial (1860s–1890s), Republican (1900 to 1960), and the Revolution (1960 to 1990) and the “ Periodo Especial ” (Special Period, from 1992–1997) and the more recent uneasy engagement with global capitalism. In the dissertation, I discuss key instances of visual culture from these eras; tobacco advertising from the colonial period, painting and illustration from the Republican era, film from the Revolution, and advertising from the Special Period. Each of these examples does several tasks, combining perceptions of gender with sexuality and national identity. The different venues are directed to national as well as international audiences; that is, while some media (tobacco advertising, painting) have remained within the national cultural discourse, others, such as film and advertising geared toward tourism, disseminate images of the nation across an international field. Thus, the project shows how these images work to construct identity both within the nation as well as project it beyond the national boundary. In this era of increasing pressure to participate in the global economy, how Cuba is represented and how it represents itself has significant implications for the future of the nation. The dissertation is organized around the figure of the mulata , a primary signifier in Cuban cultural production. Analyzing the construction of national identity through cultural production, in the dissertation I show how the representation of race and gender in helps shape identity. My dissertation will contextualize visual culture as other authors have done music, literature and fine art. Additionally, it demands that we rethink visual relations of knowledge, putting pressure on boundaries between forms of media, boundaries between ideological systems and boundaries between high and low, or avant-garde and popular arts.",305003638,,Dissertations & Theses," Fraunhar, Alison
Fraunhar
Alison
Fraunhar, Alison", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 885688671 , 17941561 , 66569 , 9780496968206 , 0496968203 , 3163112 , 3163112", Dissertation/Thesis, 2005," 9780496968206 , 0496968203", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305003638?accountid=14496, 0377 Art history, 0377 Art history, 0377 Art history,, 0377 Art history, Art history," Communication and the arts , Cuban , Gender , Mulata , Postcolonialism , Race , Visual culture",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Re+-visioning+the+mulata+in+Cuban+visual+culture&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Fraunhar%2C+Alison&amp;isbn=9780496968206&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3326,"Globalization and the new Left Party in the periphery: The Korean Democratic Labor Party (KDLP), 2000–2004","The objective of this dissertation is to examine the effects of globalization upon political party formation and party system change in the periphery, and to address the larger literature on labor movements, the political economy of democratization, political parties, and globalization. This dissertation attempts to demonstrate how globalization shapes the timing as well as the ideological component of the left political movement in South Korea. What accounts for the emergence and revival of ideological leftist political parties in the periphery during a period when neoliberal global trends led many to discount the Left as a viable option? In order to address this question, the experience of South Korea—specifically, the formation of the Korean Democratic Labor Party (KDLP)—will be examined. The formation of the KDLP was a watershed event in Korea's political history, because no prior political parties representing the working class have survived there. In the less than four years since its inception, the KDLP has emerged as the third major political party in Korea. My dissertation attempts to demonstrate that globalization transformed South Korea's once submissive labor force into a militant social force, and contributed to increased polarization of the electorate and radicalization of the working class. Furthermore, my dissertation puts forth that the emergence of a labor party in Korea is not an isolated phenomenon, but a manifestation of the political consequences of the latest capitalist crisis as well as an indication of a growing movement in the periphery. Based on primary data gathered through personal interviews between 2002 and 2003 with union leaders, labor and student activists, and approximately 60 KDLP members, the processes by which labor parties are built will be analyzed at the micro-level. The interview method was chosen to shift attention from the analysis of capitalist structure and contradictory capitalist development to the role that agents play in the development of a labor party. My dissertation seeks to contribute to the understanding of the type of movement that engenders the critical social, economic, and political consciousness necessary to create a social democratic party.",305003847,,Dissertations & Theses," Chun, Bong Hyun (Simone)
Chun
Hyun (Simone)
Bong
Chun, Bong Hyun (Simone)", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 921045411 , 19839481 , 66569 , 9780542126505 , 0542126508 , 3174955 , 3174955", Dissertation/Thesis, 2005," 9780542126505 , 0542126508", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305003847?accountid=14496, 0615 Political science, 0615 Political science, 0615 Political science,, 0615 Political science, Political science," Social sciences , Globalization , Korean Democratic Labor Party , Labor party , Left Party",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Globalization+and+the+new+Left+Party+in+the+periphery%3A++The%0AKorean+Democratic+Labor+Party+%28KDLP%29%2C+2000%E2%80%932004&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Chun%2C+Bong+Hyun+%28Simone%29&amp;isbn=9780542126505&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3327,The making of the global public,"Non-governmental political networks have inched their way into a decision-making arena historically dominated by governments and intergovernmental institutions under the general heading of “global civil society.” The notion of a global civil society signifies that political decision-makers are to be held accountable to the interests of the global citizenry, or the global public. To different degrees, elements of the global political establishment have come to accept these norms, re-presenting themselves as “global governance institutions” and at least in some cases changing their institutional practices to demonstrate their commitment to the global public. My goal in this work is to explain the emergence and partial institutionalization of the global governance norms. I review how two current approaches—“world polity theory” and the social movements model—explain this emergence and find both approaches to be lacking. Specifically, neither is able to provide a history that simultaneously appreciates the historical specificity of struggles to change the establishment and the relatively independent role that the ideas themselves have in determining that struggle. To specify the role of ideas, I provide a thick cultural history of transnational decision-making beginning with the creation of the international development system after World War II and ending with the establishment of global governance ideals in the 1990s. I show how this history consists of three general models for legitimate decision-making: the expert-driven interventionism of the 1960s and 70s, the market-driven competition of the 1980s, and the notion of direct democratic participation found in the governance model. These three models overlap in one critical way: the proponents of each claimed that their models were the best foundation for realizing the modernist project of universal self-determination. After detailing each paradigm's relationship to this Enlightenment mythology, I show the role of ideas to be independently causal in this history in two ways: first, in the creation of a new transnational identity and solidarity among the members of the global civil society; and second in determining their ability to challenge the legitimacy of the establishment's Enlightenment narrative and replace it with their alternative.",305003849,,Dissertations & Theses," Rabinovitch, Eyal
Rabinovitch
Eyal
Rabinovitch, Eyal", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 828450491 , 17521381 , 66569 , 9780496158027 , 0496158023 , 3155040 , 3155040", Dissertation/Thesis, 2005," 9780496158027 , 0496158023", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305003849?accountid=14496," 0700 Social structure , 0616 International law , 0616 International relations , 0582 History"," 0700 Social structure , 0616 International law , 0616 International relations , 0582 History"," 0700 Social structure , 0616 International law , 0616 International relations , 0582 History",," 0700 Social structure , 0616 International law , 0616 International relations , 0582 History"," Social structure , International law , International relations , History"," Social sciences , Global public , International development , Transnational social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+making+of+the+global+public&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Rabinovitch%2C+Eyal&amp;isbn=9780496158027&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3328,Bodies of knowledge: The contested construction of technologies and information of the HIV/AIDS epidemics in Calcutta and New York City,"My dissertation considers how knowledge about HIV/AIDS is produced and received, with respect to the effects that information has on individual bodies and on whole communities, or populations that end up organizing as communities. I have produced a comparative social history of community based organizing around HIV/AIDS knowledge in New York in the mid-to-late 90's as compared to similar organizing in Calcutta in the late 90's to 2002. Specifically, I report and compare how immigrants (many of them queer or workers in the sex industry) did such organizing in New York and sex workers (many of them immigrants or queer) did in Calcutta. Critical to my study is the matter of how we commonly come to see risky behaviors as conflated with dangerous people. This question becomes all the more interesting as more money is channeled into international work on AIDS prevention and treatment (by organizations such as the World Bank, major non-profit sources like the Global Fund for AIDS, and by private funders like the Bill and Melissa Gates foundation). Over the past two decades, social movements to contest the stigma and social control that have many times accompanied these public health campaigns have also increased in vigor and in visibility. So how has the social construction of knowledge about HIV/AIDS served: (1) in many cases, as a vehicle for social control targeted at the bodies that serve—symbolically and/or materially—as ‘dangerous’ vectors for disease; and also (2) as a vehicle for certain politically disenfranchised groups to galvanize themselves into effective movements claiming access to information, to health-care, and to representation?",305005047,,Dissertations & Theses," Mukherjea, Ananya
Mukherjea
Ananya
Mukherjea, Ananya", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 845781041 , 19842501 , 66569 , 9780496921973 , 0496921975 , 3159240 , 3159240", Dissertation/Thesis, 2005," 9780496921973 , 0496921975", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305005047?accountid=14496," 0626 Sociology , 0453 Womens studies , 0631 Minority & ethnic groups , 0631 Sociology"," 0626 Sociology , 0453 Womens studies , 0631 Minority & ethnic groups , 0631 Sociology"," 0626 Sociology , 0453 Womens studies , 0631 Minority & ethnic groups , 0631 Sociology",," 0626 Sociology , 0453 Womens studies , 0631 Minority & ethnic groups , 0631 Sociology"," Sociology , Womens studies , Minority & ethnic groups"," Social sciences , AIDS , Calcutta , Epidemics , HIV/AIDS , Immune deficiency , India , New York City , Social organization , Technologies and information",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Bodies+of+knowledge%3A++The+contested+construction+of+technologies+and+information+of+the+HIV%2FAIDS+epidemics+in+Calcutta+and+New+York+City&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Mukherjea%2C+Ananya&amp;isbn=9780496921973&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3329,Modernization and nationalism: The rise of social realism in South Korea (1980–1988),"This dissertation is the first monograph on social realist art in South Korea. Defying mainstream Modernism such as Impressionism combined with Academic conventions during the Japanese occupation (1910–1945) and abstraction in post-Korean War (1950–1953) South Korea, socially critical art, commonly called minjok (national) or minjung (ordinary people) art, emerged in 1980. Modernist art idealized a permanent, essential and metaphysical idea of nation and its harmonious relationship with the trajectory of modernization, or Westernization, of Korean society. On the other hand, social realist artists represented the contradiction between the state-sponsored idealistic nationalism and the minjung 's uprooted life in the pursuit of Western values and materialism. They sought to re/locate historical positions of their personal identities with regard to minjung -oriented nationalism, and anticipated, reflected, and participated in the nationwide democratization movement centered on the creation of historical subjectivity during the 1980s. Specifically this study examines the work of first two social realist groups, Reality and Utterance (Hyoˇnsilgwa baloˇn, 1980–1988) and Imsullyoˇn (1982–1987), and a prominent social realist artist Shin Hak-chul (b.1943). From a methodological point of view, this study uses Fredric Jameson's concept of “national allegories” implicit in third-world cultural productions as the equivalent to his own definition of “postmodernism”—the fragmented and isolated cultural expression of the current stage of capitalism in the US-led first world. Third-world “national allegories” reveal a blind spot of first-world postmodernism, a totalizing vision of the global system. In this way, South Korean social realism embodied an expression of resistance against the standardizing ideology of multinational capitalism. After the Kwangju Biennale was founded in 1995, social realism again offered, within and outside the Biennale, an alternative to an attempt to substitute the supposedly centerless multiculturalism and globalization for the old notion of modernization. In an increasingly ambiguous boundary between the global system and South Korea as its subsystem, the future of South Korean social realism, particularly in relation to the nation's most urgent agenda—the reunification of South and North Korea—remains to be seen.",305005182,,Dissertations & Theses," Han, Jin
Han
Jin
Han, Jin", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 982806751 , 19842461 , 66569 , 9780542290435 , 054229043X , 3187477 , 3187477", Dissertation/Thesis, 2005," 9780542290435 , 054229043X", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305005182?accountid=14496," 0377 Art history , 0332 History , 0626 Sociology"," 0377 Art history , 0332 History , 0626 Sociology"," 0377 Art history , 0332 History , 0626 Sociology",," 0377 Art history , 0332 History , 0626 Sociology"," Art history , History , Sociology"," Communication and the arts , Social sciences , Korea , Modernization , Nationalism , Social realism",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Modernization+and+nationalism%3A+The+rise+of+social+realism+in%0ASouth+Korea+%281980%E2%80%931988%29&amp;issn=&amp;date=2005-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Han%2C+Jin&amp;isbn=9780542290435&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
